Date,Close,High,Low,Open,Volume
2013-01-02,35.27124786376953,35.398367261835986,34.94209521637283,34.99430769066312,15826400
2013-01-03,35.298484802246094,35.884144965739665,35.14412653130267,35.66395478344289,14937200
2013-01-04,35.586788177490234,35.68212775435989,35.1350569659876,35.32119861397944,10376000
2013-01-07,35.841007232666016,36.04076821494221,35.59357822018305,35.625358061568534,10242400
2013-01-08,36.174713134765625,36.174713134765625,35.64126185254905,35.786541685871626,11800400
2013-01-09,36.726314544677734,36.89883669603234,36.25415777187514,36.63778471680927,17552800
2013-01-10,36.43575668334961,36.948778730202896,36.154278993388736,36.780797538900075,16313600
2013-01-11,36.58331298828125,36.603742152602656,36.20649223776821,36.27005194704217,9578000
2013-01-14,36.46753692626953,36.730857673171265,36.21783908454741,36.61054798883141,8877600
2013-01-15,36.422149658203125,36.46754896589155,36.11342951667859,36.279142012171825,6696000
2013-01-16,36.365394592285156,36.4970549908641,36.1633647570292,36.34496542623273,5464400
2013-01-17,36.2927360534668,36.56740392415074,36.23144512593076,36.54697476955297,7833600
2013-01-18,35.927284240722656,35.9863029827203,35.52549334612885,35.98403423009347,13812400
2013-01-22,36.10433578491211,36.247343370516184,35.81604493410162,36.020343464246686,6918000
2013-01-23,36.10433578491211,36.31090653091584,35.8841455987312,35.93181363935133,7108800
2013-01-24,36.2201042175293,36.35857429786116,36.07028344922066,36.161085489291196,6794000
2013-01-25,36.283660888671875,36.35176154711119,36.0997915355061,36.30182129517192,6701600
2013-01-28,35.49143600463867,36.45164461866617,35.480085316808676,36.38354395542981,13532000
2013-01-29,35.56180953979492,35.659417846204896,35.21222771109607,35.35297002175458,11664000
2013-01-30,35.1872673034668,36.113427680961834,35.128248552846394,35.63672977884709,18708000
2013-01-31,35.845542907714844,36.20647179525336,35.49142373777197,36.09297188366949,16685600
2013-02-01,35.99309539794922,36.201934842769155,35.71842752115869,36.09297588541589,12738400
2013-02-04,35.559539794921875,35.9567896963948,35.5391106312876,35.81378208721064,10532000
