Date,Close,High,Low,Open,Volume
2013-01-02,17.940265655517578,18.033286178462152,17.7740738529599,17.845263800349805,101550348
2013-01-03,17.9506893157959,18.15557953906907,17.877514236055482,17.981944461597955,92635272
2013-01-04,18.30539894104004,18.392216461935575,18.05015493805525,18.091331863756015,110429460
2013-01-07,18.225522994995117,18.340370302468592,18.122087252667406,18.242888009220408,66161772
2013-01-08,18.189559936523438,18.26397522810002,17.9695393987371,18.245122320714493,66976956
2013-01-09,18.309120178222656,18.314824071183562,18.072974850355614,18.16401026760902,80907012
2013-01-10,18.392467498779297,18.47978225934134,18.194523287995345,18.42595353374974,73354572
2013-01-11,18.355504989624023,18.41602826394894,18.26397424264103,18.405363478066114,51356592
2013-01-14,17.940265655517578,18.41032349138263,17.91794163749129,18.281336494951255,114441444
2013-01-15,17.981943130493164,18.23172904948857,17.663693473828644,17.843034322565064,156950892
2013-01-16,17.740339279174805,17.967305813787736,17.702635356676986,17.91918288126708,80855064
2013-01-17,17.64434051513672,17.850718558102084,17.63689917640666,17.802845189371777,88371540
2013-01-18,17.475421905517578,17.680312096168112,17.39654105379565,17.620531818348987,128942928
2013-01-22,17.434738159179688,17.496008209921264,17.252421568423905,17.479140418242782,151544304
2013-01-23,18.39296531677246,18.579004541273118,18.251328368895713,18.256289263635605,236127636
2013-01-24,18.708236694335938,18.77322554089359,18.36840599819363,18.386514017752297,135172692
2013-01-25,18.694839477539062,18.814152367297883,18.610005175153383,18.622904632391247,88946964
2013-01-28,18.62191390991211,18.74271470147879,18.551466947733605,18.647463269766124,65018916
2013-01-29,18.695087432861328,18.77620106643628,18.51797937581145,18.523187935864105,69814116
2013-01-30,18.698808670043945,18.87542139933408,18.675989315509632,18.696575889786693,69250680
2013-01-31,18.744945526123047,18.792818903563,18.610005066649997,18.616455740523513,65302632
2013-02-01,19.238813400268555,19.263619757762857,18.80472577642286,18.80720622311385,149694156
2013-02-04,18.827545166015625,19.111563875018984,18.808941815797336,19.042604810058407,121498380
2013-02-05,18.994237899780273,19.127440924903304,18.838710852279405,18.879885893214947,74753172
2013-02-06,19.104122161865234,19.17332889202704,18.814647232017812,18.828786912258213,83040876
2013-02-07,19.197885513305664,19.31843862229606,18.988282101803456,19.092464641190656,113494392
2013-02-08,19.48116111755371,19.513406926637895,19.337043752363858,19.35118343377454,120683196
2013-02-11,19.40798568725586,19.422373034969844,19.19292603357534,19.308268700682095,86625288
2013-02-12,19.365318298339844,19.54391422591081,19.332327603951242,19.39136298635688,74285640
2013-02-13,19.418899536132812,19.480663038167297,19.34721235653921,19.35118258379662,47880072
