Date,Close,High,Low,Open,Volume
2013-01-02,22.14426040649414,22.232451566872868,21.76743820858037,21.84761324191595,52899300
2013-01-03,21.847618103027344,22.168316778513805,21.7754607098914,22.152281462436505,48294400
2013-01-04,21.438724517822266,21.91977324628229,21.43070686060656,21.863651174984106,52521100
2013-01-07,21.39864158630371,21.550972512998428,21.358553293058765,21.462781326283597,37110400
2013-01-08,21.286388397216797,21.47880907859659,21.214231024002245,21.446738455296128,44703100
2013-01-09,21.406660079956055,21.446746845552628,21.2944143837039,21.422693868667434,49047900
2013-01-10,21.2142333984375,21.63114237273774,21.077937821789913,21.366565817741755,71431300
2013-01-11,21.51089096069336,21.5910660373963,21.06993033264578,21.238296617430798,55512100
2013-01-14,21.558992385864258,21.71132485741631,21.454765871146865,21.5670100453367,48324400
2013-01-15,21.81554412841797,21.879685382899808,21.510880815687607,21.510880815687607,48244500
2013-01-16,21.679244995117188,21.831575861895917,21.655192028630925,21.76743614714397,41077400
2013-01-17,21.847618103027344,22.02400199224192,21.69528565871681,21.79951368400735,51685900
2013-01-18,21.847618103027344,21.879688735181944,21.67925187185142,21.727356290871413,52167700
2013-01-22,21.767446517944336,22.007971709767613,21.647184686638774,21.8877083492499,58650600
2013-01-23,22.13625144958496,22.16030289858954,21.80753506001693,21.80753506001693,50387700
2013-01-24,22.15227699279785,22.505046229261083,22.02399754848606,22.208400587744414,101739300
2013-01-25,22.352718353271484,22.633330268121888,21.959862284165684,22.11219472866366,81847700
2013-01-28,22.376773834228516,22.633332803675003,22.256512008451985,22.456948894483563,56056500
2013-01-29,22.456945419311523,22.55315425335977,22.128229099424964,22.304612981321313,49242600
2013-01-30,22.328662872314453,22.601257079843503,22.256505492132547,22.456942319479694,43580500
2013-01-31,22.007965087890625,22.424872542361037,21.967876803375987,22.28055930574341,50530000
2013-02-01,22.392810821533203,22.489019677642084,22.088145875693296,22.184356261014372,55565900
2013-02-04,21.999950408935547,22.46496386776848,21.983915092959126,22.344702056369115,50540000
2013-02-05,22.048051834106445,22.176331286077037,21.9358076959351,22.144262187690238,35410400
2013-02-06,21.91977882385254,22.080128950544825,21.847621419762227,21.951847931663714,41889600
2013-02-07,21.871667861938477,21.959859028975426,21.727353096881323,21.927789930746997,38028300
2013-02-08,22.0881404876709,22.216419950665966,21.8957212931783,21.92779192353298,33318500
2013-02-11,22.33668327331543,22.384787689609848,22.04805371712528,22.168315522467235,32247700
2013-02-12,22.352718353271484,22.448928720641764,22.248491857064604,22.352718353271484,35990900
2013-02-13,22.47298240661621,22.537122143824043,22.352719061291058,22.39280735280343,41715600
2013-02-14,22.481002807617188,22.49703659696631,22.344705658270698,22.384792425461725,32663200
2013-02-15,22.456945419311523,22.577207226477757,22.352717398345437,22.48099839242951,49650900
2013-02-19,22.675212860107422,22.707549020494312,22.473116483308345,22.53778726220913,38781400
2013-02-20,22.52971076965332,22.79647799646441,22.497374600646687,22.739889700702808,44110200
2013-02-21,22.22252082824707,22.424617236152418,22.012340379000722,22.424617236152418,49078500
2013-02-22,22.440773010253906,22.440773010253906,22.214424602475805,22.376102256870503,31425900
2013-02-25,22.125507354736328,22.67520808878844,22.125507354736328,22.61053732349568,48011800
2013-02-26,22.125507354736328,22.311435612218926,22.101255239549292,22.13358985125934,49923300
2013-02-27,22.481203079223633,22.634796774776966,22.09317836170559,22.165933188974368,36394700
2013-02-28,22.473115921020508,22.61054151548035,22.424613223526727,22.5377866983032,35840200
2013-03-01,22.59437370300293,22.618624279445353,22.24676771651475,22.408443879664762,34849700
2013-03-04,22.756053924560547,22.756053924560547,22.392281336191687,22.513538865647973,38157500
2013-03-05,22.9177303314209,23.07132401550439,22.764136647337402,22.869227630821445,41432200
2013-03-06,22.707544326782227,22.82071778099709,22.45694530307532,22.80454970414563,51448500
2013-03-07,22.747966766357422,22.861141781297466,22.642877333062664,22.723716188913286,29196700
2013-03-08,22.634796142578125,22.901563321155013,22.6024599794182,22.836892536708287,37667800
2013-03-11,22.52971076965332,22.61054810842309,22.36803300836697,22.58629752354152,36627500
2013-03-12,22.562036514282227,22.594372670558354,22.343772085036743,22.505449782671796,39255200
2013-03-13,22.57012367248535,22.650962532474605,22.432698073065527,22.52970501342723,29093400
2013-03-14,22.747966766357422,22.764134845902134,22.57820655675675,22.634793293290308,55914800
