Date,AAPL,AMZN,GOOGL,JNJ,JPM,MSFT,NVDA,PG,V,XOM
2013-01-03,-0.012621948441972508,0.004546992670002581,0.0005810203972711481,-0.0014115758459686267,-0.002015742043442237,-0.013395900247804238,0.0007860464052105165,-0.006340849714197905,0.0007722136336587582,-0.0018040152807754506
2013-01-04,-0.027854480002796,0.002592128748100997,0.019760223075779626,0.011450507089068251,0.017724805324180082,-0.018715705450216502,0.032993708947235634,0.0020300043475736107,0.00816758500709902,0.0046304137593662364
2013-01-07,-0.005883022271094829,0.03592512919038926,-0.004363518451698023,-0.002096274983394819,0.0011024491580036155,-0.0018696509433308028,-0.028897539765765368,-0.006802828567537111,0.007143635832147943,-0.011578349364599672
2013-01-08,0.002691997144480762,-0.0077479020302327894,-0.001973225047180005,0.0001398484151950985,0.0019820915075554613,-0.005245809115227318,-0.021926152814558564,-0.0016027564114539095,0.009310728907067745,0.006255336709765746
2013-01-09,-0.015629467991440826,-0.00011263080352952315,0.006573014526819243,0.00448112656073274,-0.0006590517014799513,0.005650168572278069,-0.02241820423426777,0.005400449887691394,0.015248259408641829,-0.0038430716872484005
2013-01-10,0.012396184489148698,-0.003791996669247233,0.004552229694563703,0.006413100000897121,0.014954553543051974,-0.00898910342855086,0.0016379688423622252,0.005662143518446294,-0.007911435300012482,0.010891717195334438
2013-01-11,-0.006131549677055093,0.009798757254631418,-0.0020096547218434457,0.0022158546412880398,-0.000216491620195991,0.013983892638689932,-0.0016352902878224995,-0.0007216526087175934,0.004049766448217307,0.005723909409921957
2013-01-14,-0.03565248755130401,0.01787713967188953,-0.0226220599401199,0.002902856660909725,-0.005635184702155849,0.0022361428570667474,-0.0008193022265443606,0.005923037949705723,-0.0031647232728431174,-0.00033451784355731373
2013-01-15,-0.03154935498609779,-0.0030433095340783867,0.0023231247393913357,-0.002618693848749132,0.010244108420279563,0.011899987622887576,-0.018032749343034782,0.0035904917931042224,-0.0012445937371139415,-0.0005581791404259961
2013-01-16,0.041508683819900805,-0.010923165839505922,-0.013435914548559302,0.0029019007610955327,0.010140230796592764,-0.006247798931736548,0.009182004467539695,0.0003172226166587855,-0.0015582568972610789,-0.0006699989419529651
2013-01-17,-0.006737746209978801,0.005763607208874255,-0.005411326273267902,0.004408814265591143,-0.008116387049075469,0.007766557735201518,0.013234136774251004,0.004758992471315171,-0.0019980132109930215,0.00815908242480523
2013-01-18,-0.0053311020423034705,0.006063278447933751,-0.009573529227359212,0.004527041639316831,0.00043039655476739824,0.0,-0.006530799374869556,0.0038758293592580095,-0.010069558057175798,0.00665181839981277
2013-01-22,0.009539812288223093,-0.007092488395362029,-0.002328055171305743,-0.00737430881952128,0.0017221325802234677,-0.0036695801210430146,-0.004929740332785926,0.00014298913020605042,0.0049280525353143645,0.0013214718813221449
2013-01-23,0.018305092252695276,-0.007698222831611257,0.054960800032907375,0.0022013004347349874,-0.006660725465095663,0.016942957977941653,0.0016516013098737403,0.010578889026133131,0.0,-0.002419489145995879
2013-01-24,-0.12355752469539105,0.01995448998433913,0.017140867289951345,0.003431572584670528,0.0030283422498249557,0.0007239501796132419,0.004946100893463035,-0.0038195887836607323,0.003206496674163173,0.00716600218291541
2013-01-25,-0.02357431553701772,0.03850652638803442,-0.000716113282922648,0.01121780959220886,0.017036816996326642,0.009048341194848764,0.018047752421512353,0.04018726674748052,0.0017547346291681976,0.004160267733971601
2013-01-28,0.022620107405022738,-0.027993945969761458,-0.0039008394650603684,-0.004058579770243931,-0.011026150049004424,0.0010761769811102884,0.016115817173062874,0.007099219570251947,-0.021834204835723847,-0.006759108471380282
2013-01-29,0.018762453612104713,-0.05683959712131592,0.003929430847076976,0.010731076282155083,0.010291397083872944,0.0035828035657390345,-0.021411154228994533,0.016673492610028706,0.0019828314398733227,0.00713404346601787
2013-01-30,-0.00314236352399766,0.04766657303918187,0.00019904893175715088,-0.004300608244535931,0.00021226572900578944,-0.005712377378214395,-0.0016211320314872824,0.0010666630733637827,-0.010532147862413965,-0.011878761607247768
2013-01-31,-0.0029331503150022975,-0.026616800737933377,0.0024673687448877324,-0.0022945497816448945,-0.00169707343066261,-0.014362605869313594,-0.0048701382215506905,0.0010657483924099154,0.018707778543041176,-0.007720061090466079
2013-02-01,-0.004105415711556759,-0.0018832104895413204,0.026346722291470615,0.0035170555732453312,0.017002934317184915,0.017486656858354044,0.008972511587933552,0.010111171241390604,0.00411634134302985,0.000778339843388931
2013-02-04,-0.02491064284663147,-0.018943426743993186,-0.021377006247546904,-0.0009435234262201719,-0.003552442865379035,-0.017544041957424872,-0.01697663361474888,-0.008824714290604274,-0.012045521459986608,-0.009885014967590311
2013-02-05,0.035087543954021916,0.026578967852759483,0.008853662667904993,0.007421329979939495,0.02328008150120553,0.0021864333453842644,0.02302606805768348,0.005980018639824225,0.018384911797393544,0.006618254598368178
2013-02-06,-0.001070071953114038,-0.01749781064756384,0.005785136664326673,0.009777731149692492,-0.003689557125019949,-0.0058178841023712735,-0.008038114472765145,0.005944397241655297,0.00808608442827774,0.0005571839378124555
2013-02-07,0.029733607392130823,-0.007589024635071051,0.004908016743506494,-0.004377299702980286,-0.007817288412049095,-0.0021948652995398277,-0.00405241080236185,0.0,-0.02338006790276259,-0.010872378527103432
2013-02-08,0.014438026902894974,0.006609498248512757,0.014755562744225958,0.0055955082802243705,0.008293415410915994,0.009897399096350235,0.0065097553187436485,-0.005252846659185573,0.004711796353501718,0.004079832331053357
2013-02-11,0.01042104002461941,-0.018095019238773102,-0.0037562150354537582,-0.0009274199623490187,0.0006171359459612447,0.011252318219510782,0.011317476903444534,0.0007923516114705098,-0.009315182690294521,-0.003724540239217422
2013-02-12,-0.02506627623861679,0.005792938220029464,-0.002198444990818005,0.0051717139379543475,0.009864398728909762,0.0007178809745318482,-0.006394963932299991,0.0022425962169509983,0.0030057995096683943,0.0020390015789146787
2013-02-13,-0.0019015079279931513,0.041631218761821964,0.0027668658458126494,-0.0018469363485006385,-0.009361183957192876,0.005380287598314659,-0.004826727817983767,0.00763328652862727,-0.010865058096198088,0.0023741416660907344
2013-02-14,-0.0008994582478271118,-0.0008535538922064267,0.00633566366528715,0.001982401512484744,0.011092681436511098,0.00035689081475065443,0.029102083466000073,0.0028734631780684694,0.007818172342397345,-0.0016916941047321332
2013-02-15,-0.013780896164986123,-0.015413720527092445,0.006435640665261255,0.004616768955421069,-0.0069073496944074275,-0.0010701207820459357,0.0,-0.00312558715953426,0.012886737867958464,-0.00180750700714849
2013-02-19,-0.0003695055325539931,0.017578919974031493,0.017606395632387306,0.010504150877869822,0.011661270669257595,0.009719373526561714,-0.013353512661105627,0.010974435183428,-0.0024052974497754676,0.01086497449985635
2013-02-20,-0.02421776943914178,-0.012381821281400307,-0.01783469610370103,-0.00402786434458513,-0.016987103137852122,-0.006416790499465752,-0.014331434359666106,-0.003876868781716003,-0.013895433875607544,-0.00391872981563568
2013-02-21,-0.0062157751348150825,-0.0017642312109411584,0.003873880561171328,0.002870277982007785,-0.007405769781940963,-0.013634881714505775,-0.007270166552260537,-0.0005192638383308967,0.012997369775170187,-0.004271563962400582
2013-02-22,0.01064835117888463,-0.001955330000935951,0.00525436770946941,-0.0001314845916584595,0.01367850720027275,0.009821216219962459,0.018714770355180654,-0.0006486241657225333,0.012639627100804018,0.006885967121526226
2013-02-25,-0.0177676979536614,-0.020910267086299617,-0.011178983541710097,-0.008917660839901531,-0.024739279869521846,-0.014048787685411845,-0.017571842734977694,-0.0138982500014605,-0.022203695826596315,-0.016816208410518008
2013-02-26,0.013933747627789428,-0.0019624692616453387,-0.0008094153559045081,0.0023819237128996917,-0.002096733260179229,0.0,0.011861099230954464,0.0021076946616966907,0.012444409256306521,0.009236114175855015
2013-02-27,-0.009799881672519328,0.014998454912341863,0.012213251493191413,0.007524592672174757,0.03529408405925527,0.016076274265013124,0.01859290351224341,0.008806737502336404,0.012925231938898385,0.011524168814381897
2013-02-28,-0.00713057932081862,0.0038746165196892335,0.0017755744297669462,-0.0027514346297580206,-0.007304865052920717,-0.0003597297784565523,0.0047620578072782305,-0.007426838385233503,-0.0076940061751348265,0.00022298084631589
2013-03-01,-0.024762255913392095,0.0055624686448036975,0.00622806479590543,0.0077515489829593776,-0.00020445546232217282,0.005395681774106098,0.003949861124763476,0.004068922541701214,-0.0035295815189040347,-0.00133940281331979
2013-03-04,-0.024206094760449992,0.027733929238038746,0.018990695124032175,0.0065190824709100426,0.003884892486114566,0.007155773542690813,-0.0039343211027872416,0.0024845129918236175,0.008983037991737275,-0.005368070046400497
2013-03-05,0.026401954288571394,0.009080560353045497,0.020815434032557034,0.005959106899579902,0.007943090772012162,0.007104764622035464,0.01105853475455354,0.004825348860904466,0.004952511923930869,0.007420173678545305
2013-03-06,-0.01271057036240586,-0.006531452704238827,-0.008609576659442841,-0.003477226254975152,0.010910905820354255,-0.009171327247467498,-0.0007815929732561955,0.0019463394915648635,0.0048036081201534575,-0.0005577893828231373
2013-03-07,0.011558429422481309,0.0003287475179354349,0.0014674301446926385,0.004651886802784055,0.011992984571228549,0.0017801325847250915,-0.0023454068412424034,-0.003885980361650887,-0.0034145968157153206,-0.009490762177130185
2013-03-08,0.002647424196975834,0.0011318875703381082,-0.0012971966569895743,0.00565923429575399,-0.008493042908950699,-0.004974977541582604,0.004702445918698173,0.003641189269344647,0.0009968072080204227,0.0029309720912003012
2013-03-11,0.014245326046676388,-0.0107589653000848,0.0039687739477243245,0.0031976016615056224,0.005577591917001801,-0.004642647199597727,-0.00936047172188692,0.0022027889666726974,0.003174478590717289,0.002135635754856313
